Time,Latitude,Longitude
1054.0,36.15396167,-86.83795294
1055.0,36.15397028,-86.83766792
1056.0,36.15397246,-86.83737955
1057.0,36.15398893,-86.83709569
1058.0,36.15400806,-86.83683023
1059.0,36.15401989,-86.83654044
1060.0,36.15402884,-86.83626196
1061.0,36.15404398,-86.83596636
1062.0,36.15406214,-86.83566679
1063.0,36.15408684,-86.83536316
1064.0,36.1540968,-86.83503613
1065.0,36.15411882,-86.83472674
1066.0,36.15414832,-86.83441738
1067.0,36.15418162,-86.83408838
1068.0,36.15423142,-86.83378511
1069.0,36.15428598,-86.83348276
1070.0,36.15433953,-86.83316227
1071.0,36.15440184,-86.8328551
1072.0,36.1544581,-86.83254503
1073.0,36.1545312,-86.83224065
1074.0,36.15460783,-86.83193684
1075.0,36.15467715,-86.83162871
1076.0,36.15476331,-86.83132998
1077.0,36.15484968,-86.8310259
1078.0,36.15493433,-86.83072431
1079.0,36.15501534,-86.83041633
1080.0,36.15509028,-86.83011116
1081.0,36.15517019,-86.82981479
1082.0,36.1552469,-86.82950562
1083.0,36.1553289,-86.82920574
1084.0,36.15542375,-86.82890894
1085.0,36.15551776,-86.82861549
1086.0,36.15559997,-86.8283087
1087.0,36.15567764,-86.82800499
1088.0,36.15576762,-86.82769543
1089.0,36.15585425,-86.82738272
1090.0,36.15593913,-86.82708275
1091.0,36.15601802,-86.82677576
1092.0,36.15611073,-86.82646945
1093.0,36.15619627,-86.82617953
1094.0,36.15628064,-86.82587107
1095.0,36.15637254,-86.82557092
1096.0,36.15646172,-86.82528138
1097.0,36.15653647,-86.82498827
1098.0,36.15661195,-86.8246894
1099.0,36.15666814,-86.8243819
1100.0,36.15678942,-86.82412134
1101.0,36.15690947,-86.82383464
1102.0,36.15704343,-86.82355879
1103.0,36.15719503,-86.82330017
1104.0,36.15737446,-86.82304405
1105.0,36.15757367,-86.82283572
1106.0,36.15778557,-86.82262976
1107.0,36.15801389,-86.82243481
1108.0,36.15824962,-86.82225845
1109.0,36.15847898,-86.82211154
1110.0,36.15872142,-86.82197109
1111.0,36.15896695,-86.82184373
1112.0,36.1592176,-86.82171203
1113.0,36.1594622,-86.82158686
1114.0,36.15971082,-86.82146827
1115.0,36.15995883,-86.82133814
1116.0,36.16020349,-86.82121391
1117.0,36.16044462,-86.82108206
1118.0,36.16068829,-86.82096017
1119.0,36.1609358,-86.82083804
1120.0,36.16118193,-86.82071867
1121.0,36.16142413,-86.82059407
1122.0,36.16166046,-86.82047913
1123.0,36.16190699,-86.82035633
1124.0,36.16214674,-86.82023682
1125.0,36.16238101,-86.82011123
1126.0,36.16261929,-86.81999005
1127.0,36.16285795,-86.81986199
1128.0,36.16308935,-86.81972682
1129.0,36.16332859,-86.81959342
1130.0,36.16356706,-86.81943658
1131.0,36.16380742,-86.81928444
1132.0,36.16404708,-86.8191247
1133.0,36.16429633,-86.81892937
1134.0,36.1645142,-86.81875211
1135.0,36.16473579,-86.8185725
1136.0,36.1649557,-86.8183874
1137.0,36.165167,-86.81820672
1138.0,36.16537588,-86.81801732
1139.0,36.16558338,-86.817822
1140.0,36.16578819,-86.81761856
1141.0,36.16599073,-86.81741753
1142.0,36.1661778,-86.81724145
1143.0,36.16636688,-86.8170481
1144.0,36.16654335,-86.81685054
1145.0,36.16671767,-86.81665621
1146.0,36.16688009,-86.81645477
1147.0,36.16704138,-86.81624741
1148.0,36.16717132,-86.81604471
1149.0,36.16728516,-86.8158236
1150.0,36.16738653,-86.81561898
1151.0,36.16748562,-86.81539843
1152.0,36.16757497,-86.81518283
1153.0,36.16768358,-86.81498951
1154.0,36.16774597,-86.81477783
1156.0,36.1678799,-86.81442599
1158.0,36.16801047,-86.8141716
1160.0,36.16816512,-86.81395981
1162.0,36.16829517,-86.81379482
1165.0,36.16846837,-86.81361476
1168.0,36.16855571,-86.8133514
1170.0,36.16859814,-86.81311406
1172.0,36.16864545,-86.81285438
1174.0,36.16867552,-86.81258106
1176.0,36.16871872,-86.81230518
1178.0,36.1687536,-86.81201352
1180.0,36.16880539,-86.81170263
1182.0,36.16884995,-86.81140657
1184.0,36.16889439,-86.81108158
1186.0,36.1689294,-86.81076491
1188.0,36.16897694,-86.81044222
1190.0,36.16900462,-86.8101332
1192.0,36.16904658,-86.80983923
1194.0,36.16909074,-86.80956054
1196.0,36.16911251,-86.80925317
1198.0,36.16914712,-86.80890481
1200.0,36.16919192,-86.80862779
1202.0,36.16921978,-86.80836068
1204.0,36.16926003,-86.80807655
1206.0,36.16929966,-86.80779548
1208.0,36.16933472,-86.8075306
1210.0,36.16935146,-86.80729034
1213.0,36.16938711,-86.80699415
1217.0,36.16939217,-86.80672793
1221.0,36.16918308,-86.80657363
1224.0,36.16893384,-86.80645778
1227.0,36.1686991,-86.80634204
1229.0,36.16849786,-86.80625888
1231.0,36.16831972,-86.80618795
1233.0,36.168113,-86.80609577
1235.0,36.16789625,-86.80600643
1237.0,36.1676897,-86.80592106
1239.0,36.16747511,-86.8058238
1241.0,36.1672458,-86.80573838
1243.0,36.16701989,-86.80565203
1245.0,36.16680097,-86.80557127
1248.0,36.16652232,-86.80548712
1250.0,36.16626351,-86.80537288
1252.0,36.16603753,-86.80528346
1254.0,36.16579797,-86.80518786
1256.0,36.16558905,-86.80511477
1258.0,36.1653608,-86.80501896
1260.0,36.16513418,-86.80491195
1262.0,36.16483656,-86.80480227
1264.0,36.16459219,-86.80467399
1266.0,36.16433553,-86.8045092
1268.0,36.16408351,-86.80432862
1270.0,36.16382709,-86.8041541
1272.0,36.16354716,-86.80394937
1274.0,36.16328874,-86.80374888
1276.0,36.16302651,-86.80356696
1278.0,36.1627557,-86.80338652
1280.0,36.16250784,-86.80319941
1282.0,36.16226675,-86.8030221
1284.0,36.16203284,-86.80285616
1286.0,36.1617922,-86.8026722
1288.0,36.16152978,-86.80250011
1290.0,36.16128354,-86.80235914
1292.0,36.16105869,-86.80220015
1294.0,36.16089323,-86.80209779
1297.0,36.16068619,-86.8019569
1301.0,36.16059117,-86.80168653
1304.0,36.16067564,-86.80145442
1307.0,36.16080541,-86.80116226
1310.0,36.1609325,-86.80084265
1313.0,36.16104402,-86.80055845
1316.0,36.16116156,-86.80031909
1319.0,36.16126261,-86.80010575
